Ecosystem/Croptype,Geolocation,Time_Period,Yield,Year,Quarter,Province,Mean_Temp,Precipitation_Sum,Max_Wind_Gusts
Yellow Corn,Camarines Norte,2015 Quarter 1,190.0,2015,1,Camarines Norte,24.688544350925927,4183.59999884,104.03999
Yellow Corn,Camarines Sur,2015 Quarter 1,28262.0,2015,1,Camarines Sur,24.901080851951953,12903.50016993,120.6
Yellow Corn,Catanduanes,2015 Quarter 1,60.0,2015,1,Catanduanes,25.444578455555558,3901.40003687,118.079994
Yellow Corn,Masbate,2015 Quarter 1,275.0,2015,1,Masbate,25.719207333862435,3950.00007364,113.399994
Yellow Corn,Sorsogon,2015 Quarter 1,44.0,2015,1,Sorsogon,25.458070130370373,6145.20000071,125.64
Corn,Albay,2015 Quarter 1,9232.0,2015,1,Albay,25.120882200617284,7366.70013079,129.24
Corn,Camarines Norte,2015 Quarter 1,601.0,2015,1,Camarines Norte,24.688544350925927,4183.59999884,104.03999
Corn,Camarines Sur,2015 Quarter 1,34550.0,2015,1,Camarines Sur,24.901080851951953,12903.50016993,120.6
Corn,Catanduanes,2015 Quarter 1,110.0,2015,1,Catanduanes,25.444578455555558,3901.40003687,118.079994
Corn,Masbate,2015 Quarter 1,13552.0,2015,1,Masbate,25.719207333862435,3950.00007364,113.399994
Corn,Sorsogon,2015 Quarter 1,80.0,2015,1,Sorsogon,25.458070130370373,6145.20000071,125.64
Irrigated Palay,Albay,2015 Quarter 2,55661.0,2015,2,Albay,27.702302264957265,6467.00009436,47.519997
Irrigated Palay,Camarines Norte,2015 Quarter 2,15157.0,2015,2,Camarines Norte,27.742945373626373,3469.4000179,51.12
Irrigated Palay,Camarines Sur,2015 Quarter 2,134960.0,2015,2,Camarines Sur,27.66269737154737,12526.00016545,50.399998
Irrigated Palay,Catanduanes,2015 Quarter 2,1344.0,2015,2,Catanduanes,27.812434415140412,3012.90000877,70.56
Irrigated Palay,Masbate,2015 Quarter 2,13768.0,2015,2,Masbate,27.806400285714286,7645.80009037,44.639996
Irrigated Palay,Sorsogon,2015 Quarter 2,35606.0,2015,2,Sorsogon,27.662496238095237,4207.5000046899995,56.16
Rainfed Palay,Albay,2015 Quarter 2,9096.0,2015,2,Albay,27.702302264957265,6467.00009436,47.519997
Rainfed Palay,Camarines Norte,2015 Quarter 2,8727.0,2015,2,Camarines Norte,27.742945373626373,3469.4000179,51.12
Rainfed Palay,Camarines Sur,2015 Quarter 2,20663.0,2015,2,Camarines Sur,27.66269737154737,12526.00016545,50.399998
Rainfed Palay,Catanduanes,2015 Quarter 2,2870.0,2015,2,Catanduanes,27.812434415140412,3012.90000877,70.56
Rainfed Palay,Masbate,2015 Quarter 2,35277.0,2015,2,Masbate,27.806400285714286,7645.80009037,44.639996
Rainfed Palay,Sorsogon,2015 Quarter 2,10220.0,2015,2,Sorsogon,27.662496238095237,4207.5000046899995,56.16
Palay,Albay,2015 Quarter 2,64757.0,2015,2,Albay,27.702302264957265,6467.00009436,47.519997
Palay,Camarines Norte,2015 Quarter 2,23884.0,2015,2,Camarines Norte,27.742945373626373,3469.4000179,51.12
Palay,Camarines Sur,2015 Quarter 2,155623.0,2015,2,Camarines Sur,27.66269737154737,12526.00016545,50.399998
Palay,Catanduanes,2015 Quarter 2,4214.0,2015,2,Catanduanes,27.812434415140412,3012.90000877,70.56
Palay,Masbate,2015 Quarter 2,49045.0,2015,2,Masbate,27.806400285714286,7645.80009037,44.639996
Palay,Sorsogon,2015 Quarter 2,45826.0,2015,2,Sorsogon,27.662496238095237,4207.5000046899995,56.16
White Corn,Albay,2015 Quarter 2,1356.0,2015,2,Albay,27.702302264957265,6467.00009436,47.519997
White Corn,Camarines Norte,2015 Quarter 2,470.0,2015,2,Camarines Norte,27.742945373626373,3469.4000179,51.12
White Corn,Camarines Sur,2015 Quarter 2,4636.0,2015,2,Camarines Sur,27.66269737154737,12526.00016545,50.399998
White Corn,Catanduanes,2015 Quarter 2,74.0,2015,2,Catanduanes,27.812434415140412,3012.90000877,70.56
White Corn,Masbate,2015 Quarter 2,3069.0,2015,2,Masbate,27.806400285714286,7645.80009037,44.639996
White Corn,Sorsogon,2015 Quarter 2,33.0,2015,2,Sorsogon,27.662496238095237,4207.5000046899995,56.16
Yellow Corn,Albay,2015 Quarter 2,26836.0,2015,2,Albay,27.702302264957265,6467.00009436,47.519997
Yellow Corn,Camarines Norte,2015 Quarter 2,170.0,2015,2,Camarines Norte,27.742945373626373,3469.4000179,51.12
Yellow Corn,Camarines Sur,2015 Quarter 2,33469.0,2015,2,Camarines Sur,27.66269737154737,12526.00016545,50.399998
Yellow Corn,Catanduanes,2015 Quarter 2,59.0,2015,2,Catanduanes,27.812434415140412,3012.90000877,70.56
Yellow Corn,Masbate,2015 Quarter 2,258.0,2015,2,Masbate,27.806400285714286,7645.80009037,44.639996
Yellow Corn,Sorsogon,2015 Quarter 2,89.0,2015,2,Sorsogon,27.662496238095237,4207.5000046899995,56.16
Corn,Albay,2015 Quarter 2,28192.0,2015,2,Albay,27.702302264957265,6467.00009436,47.519997
Corn,Camarines Norte,2015 Quarter 2,640.0,2015,2,Camarines Norte,27.742945373626373,3469.4000179,51.12
Corn,Camarines Sur,2015 Quarter 2,38105.0,2015,2,Camarines Sur,27.66269737154737,12526.00016545,50.399998
Corn,Catanduanes,2015 Quarter 2,133.0,2015,2,Catanduanes,27.812434415140412,3012.90000877,70.56
Corn,Masbate,2015 Quarter 2,3327.0,2015,2,Masbate,27.806400285714286,7645.80009037,44.639996
Corn,Sorsogon,2015 Quarter 2,122.0,2015,2,Sorsogon,27.662496238095237,4207.5000046899995,56.16
Irrigated Palay,Albay,2015 Quarter 3,34198.0,2015,3,Albay,27.14448121557971,15132.40005854,80.28
Irrigated Palay,Camarines Norte,2015 Quarter 3,10247.0,2015,3,Camarines Norte,27.43283536594203,7471.3999741200005,79.56
Irrigated Palay,Camarines Sur,2015 Quarter 3,106990.0,2015,3,Camarines Sur,27.181070951233846,27548.60011557,78.479996
Irrigated Palay,Catanduanes,2015 Quarter 3,6178.0,2015,3,Catanduanes,27.868471082125605,4411.80002889,74.520004
Irrigated Palay,Masbate,2015 Quarter 3,5442.0,2015,3,Masbate,27.367266204968946,13800.20000441,70.2
Irrigated Palay,Sorsogon,2015 Quarter 3,14198.0,2015,3,Sorsogon,27.27057325072464,9245.39998442,80.64
Rainfed Palay,Albay,2015 Quarter 3,1113.0,2015,3,Albay,27.14448121557971,15132.40005854,80.28
Rainfed Palay,Camarines Norte,2015 Quarter 3,5681.0,2015,3,Camarines Norte,27.43283536594203,7471.3999741200005,79.56
Rainfed Palay,Camarines Sur,2015 Quarter 3,13267.0,2015,3,Camarines Sur,27.181070951233846,27548.60011557,78.479996
Rainfed Palay,Catanduanes,2015 Quarter 3,3499.0,2015,3,Catanduanes,27.868471082125605,4411.80002889,74.520004
Rainfed Palay,Masbate,2015 Quarter 3,3778.0,2015,3,Masbate,27.367266204968946,13800.20000441,70.2
Rainfed Palay,Sorsogon,2015 Quarter 3,641.0,2015,3,Sorsogon,27.27057325072464,9245.39998442,80.64
Palay,Albay,2015 Quarter 3,35311.0,2015,3,Albay,27.14448121557971,15132.40005854,80.28
Palay,Camarines Norte,2015 Quarter 3,15928.0,2015,3,Camarines Norte,27.43283536594203,7471.3999741200005,79.56
Palay,Camarines Sur,2015 Quarter 3,120257.0,2015,3,Camarines Sur,27.181070951233846,27548.60011557,78.479996
Palay,Catanduanes,2015 Quarter 3,9677.0,2015,3,Catanduanes,27.868471082125605,4411.80002889,74.520004
Palay,Masbate,2015 Quarter 3,9220.0,2015,3,Masbate,27.367266204968946,13800.20000441,70.2
Palay,Sorsogon,2015 Quarter 3,14839.0,2015,3,Sorsogon,27.27057325072464,9245.39998442,80.64
White Corn,Albay,2015 Quarter 3,1335.0,2015,3,Albay,27.14448121557971,15132.40005854,80.28
White Corn,Camarines Norte,2015 Quarter 3,422.0,2015,3,Camarines Norte,27.43283536594203,7471.3999741200005,79.56
White Corn,Camarines Sur,2015 Quarter 3,1185.0,2015,3,Camarines Sur,27.181070951233846,27548.60011557,78.479996
White Corn,Catanduanes,2015 Quarter 3,53.0,2015,3,Catanduanes,27.868471082125605,4411.80002889,74.520004
White Corn,Masbate,2015 Quarter 3,12032.0,2015,3,Masbate,27.367266204968946,13800.20000441,70.2
White Corn,Sorsogon,2015 Quarter 3,36.0,2015,3,Sorsogon,27.27057325072464,9245.39998442,80.64
Yellow Corn,Albay,2015 Quarter 3,5962.0,2015,3,Albay,27.14448121557971,15132.40005854,80.28
Yellow Corn,Camarines Norte,2015 Quarter 3,250.0,2015,3,Camarines Norte,27.43283536594203,7471.3999741200005,79.56
Yellow Corn,Camarines Sur,2015 Quarter 3,44183.0,2015,3,Camarines Sur,27.181070951233846,27548.60011557,78.479996
Yellow Corn,Catanduanes,2015 Quarter 3,61.0,2015,3,Catanduanes,27.868471082125605,4411.80002889,74.520004
Yellow Corn,Masbate,2015 Quarter 3,340.0,2015,3,Masbate,27.367266204968946,13800.20000441,70.2
Yellow Corn,Sorsogon,2015 Quarter 3,107.0,2015,3,Sorsogon,27.27057325072464,9245.39998442,80.64
Corn,Albay,2015 Quarter 3,7297.0,2015,3,Albay,27.14448121557971,15132.40005854,80.28
Corn,Camarines Norte,2015 Quarter 3,672.0,2015,3,Camarines Norte,27.43283536594203,7471.3999741200005,79.56
Corn,Camarines Sur,2015 Quarter 3,45368.0,2015,3,Camarines Sur,27.181070951233846,27548.60011557,78.479996
Corn,Catanduanes,2015 Quarter 3,114.0,2015,3,Catanduanes,27.868471082125605,4411.80002889,74.520004
Corn,Masbate,2015 Quarter 3,12372.0,2015,3,Masbate,27.367266204968946,13800.20000441,70.2
Corn,Sorsogon,2015 Quarter 3,143.0,2015,3,Sorsogon,27.27057325072464,9245.39998442,80.64
Irrigated Palay,Albay,2015 Quarter 4,48229.0,2015,4,Albay,26.696203456521737,8200.19998817,104.03999
Irrigated Palay,Camarines Norte,2015 Quarter 4,20041.0,2015,4,Camarines Norte,26.47650969836957,6759.60006772,100.799995
Irrigated Palay,Camarines Sur,2015 Quarter 4,176035.0,2015,4,Camarines Sur,26.678437444477083,14831.60008206,100.799995
Irrigated Palay,Catanduanes,2015 Quarter 4,4131.0,2015,4,Catanduanes,27.14851841183575,4911.70002213,105.84
Irrigated Palay,Masbate,2015 Quarter 4,11265.0,2015,4,Masbate,27.186308576086958,5794.20006299,83.159996
Irrigated Palay,Sorsogon,2015 Quarter 4,35738.0,2015,4,Sorsogon,26.8558435057971,6692.59996082,91.439995
Rainfed Palay,Albay,2015 Quarter 4,14604.0,2015,4,Albay,26.696203456521737,8200.19998817,104.03999
Rainfed Palay,Camarines Norte,2015 Quarter 4,5886.0,2015,4,Camarines Norte,26.47650969836957,6759.60006772,100.799995
Rainfed Palay,Camarines Sur,2015 Quarter 4,58170.0,2015,4,Camarines Sur,26.678437444477083,14831.60008206,100.799995
Rainfed Palay,Catanduanes,2015 Quarter 4,2954.0,2015,4,Catanduanes,27.14851841183575,4911.70002213,105.84
Rainfed Palay,Masbate,2015 Quarter 4,46065.0,2015,4,Masbate,27.186308576086958,5794.20006299,83.159996
Rainfed Palay,Sorsogon,2015 Quarter 4,8715.0,2015,4,Sorsogon,26.8558435057971,6692.59996082,91.439995
Palay,Albay,2015 Quarter 4,62833.0,2015,4,Albay,26.696203456521737,8200.19998817,104.03999
Palay,Camarines Norte,2015 Quarter 4,25927.0,2015,4,Camarines Norte,26.47650969836957,6759.60006772,100.799995
Palay,Camarines Sur,2015 Quarter 4,234205.0,2015,4,Camarines Sur,26.678437444477083,14831.60008206,100.799995
Palay,Catanduanes,2015 Quarter 4,7085.0,2015,4,Catanduanes,27.14851841183575,4911.70002213,105.84
Palay,Masbate,2015 Quarter 4,57330.0,2015,4,Masbate,27.186308576086958,5794.20006299,83.159996
Palay,Sorsogon,2015 Quarter 4,44453.0,2015,4,Sorsogon,26.8558435057971,6692.59996082,91.439995
White Corn,Albay,2015 Quarter 4,764.0,2015,4,Albay,26.696203456521737,8200.19998817,104.03999
White Corn,Camarines Norte,2015 Quarter 4,135.0,2015,4,Camarines Norte,26.47650969836957,6759.60006772,100.799995
White Corn,Camarines Sur,2015 Quarter 4,4492.0,2015,4,Camarines Sur,26.678437444477083,14831.60008206,100.799995
White Corn,Catanduanes,2015 Quarter 4,137.0,2015,4,Catanduanes,27.14851841183575,4911.70002213,105.84
White Corn,Masbate,2015 Quarter 4,4174.0,2015,4,Masbate,27.186308576086958,5794.20006299,83.159996
White Corn,Sorsogon,2015 Quarter 4,87.0,2015,4,Sorsogon,26.8558435057971,6692.59996082,91.439995
Yellow Corn,Albay,2015 Quarter 4,7984.0,2015,4,Albay,26.696203456521737,8200.19998817,104.03999
Yellow Corn,Camarines Norte,2015 Quarter 4,0.0,2015,4,Camarines Norte,26.47650969836957,6759.60006772,100.799995
Yellow Corn,Camarines Sur,2015 Quarter 4,30805.0,2015,4,Camarines Sur,26.678437444477083,14831.60008206,100.799995
Yellow Corn,Catanduanes,2015 Quarter 4,61.0,2015,4,Catanduanes,27.14851841183575,4911.70002213,105.84
Yellow Corn,Masbate,2015 Quarter 4,562.0,2015,4,Masbate,27.186308576086958,5794.20006299,83.159996
Yellow Corn,Sorsogon,2015 Quarter 4,97.0,2015,4,Sorsogon,26.8558435057971,6692.59996082,91.439995
Corn,Albay,2015 Quarter 4,8748.0,2015,4,Albay,26.696203456521737,8200.19998817,104.03999
Corn,Camarines Norte,2015 Quarter 4,135.0,2015,4,Camarines Norte,26.47650969836957,6759.60006772,100.799995
Corn,Camarines Sur,2015 Quarter 4,35297.0,2015,4,Camarines Sur,26.678437444477083,14831.60008206,100.799995
Corn,Catanduanes,2015 Quarter 4,198.0,2015,4,Catanduanes,27.14851841183575,4911.70002213,105.84
Corn,Masbate,2015 Quarter 4,4736.0,2015,4,Masbate,27.186308576086958,5794.20006299,83.159996
Corn,Sorsogon,2015 Quarter 4,184.0,2015,4,Sorsogon,26.8558435057971,6692.59996082,91.439995
Irrigated Palay,Albay,2016 Quarter 1,29496.0,2016,1,Albay,25.93831027594628,5249.90008522,71.64
Irrigated Palay,Camarines Norte,2016 Quarter 1,10929.0,2016,1,Camarines Norte,25.579365535714285,3710.60005476,76.67999
Irrigated Palay,Camarines Sur,2016 Quarter 1,119263.0,2016,1,Camarines Sur,25.86175753460053,11490.69999251,76.67999
Irrigated Palay,Catanduanes,2016 Quarter 1,5799.0,2016,1,Catanduanes,26.216903516483516,3132.70002584,75.96
Irrigated Palay,Masbate,2016 Quarter 1,10974.0,2016,1,Masbate,26.428212601255886,2267.59999619,70.92
Irrigated Palay,Sorsogon,2016 Quarter 1,15533.0,2016,1,Sorsogon,26.075535093040294,4121.69998161,82.079994
Rainfed Palay,Albay,2016 Quarter 1,7122.0,2016,1,Albay,25.93831027594628,5249.90008522,71.64
Rainfed Palay,Camarines Norte,2016 Quarter 1,6186.0,2016,1,Camarines Norte,25.579365535714285,3710.60005476,76.67999
Rainfed Palay,Camarines Sur,2016 Quarter 1,54698.0,2016,1,Camarines Sur,25.86175753460053,11490.69999251,76.67999
Rainfed Palay,Catanduanes,2016 Quarter 1,5652.0,2016,1,Catanduanes,26.216903516483516,3132.70002584,75.96
Rainfed Palay,Masbate,2016 Quarter 1,19425.0,2016,1,Masbate,26.428212601255886,2267.59999619,70.92
Rainfed Palay,Sorsogon,2016 Quarter 1,4466.0,2016,1,Sorsogon,26.075535093040294,4121.69998161,82.079994
Palay,Albay,2016 Quarter 1,36618.0,2016,1,Albay,25.93831027594628,5249.90008522,71.64
Palay,Camarines Norte,2016 Quarter 1,17115.0,2016,1,Camarines Norte,25.579365535714285,3710.60005476,76.67999
Palay,Camarines Sur,2016 Quarter 1,173961.0,2016,1,Camarines Sur,25.86175753460053,11490.69999251,76.67999
Palay,Catanduanes,2016 Quarter 1,11451.0,2016,1,Catanduanes,26.216903516483516,3132.70002584,75.96
Palay,Masbate,2016 Quarter 1,30399.0,2016,1,Masbate,26.428212601255886,2267.59999619,70.92
Palay,Sorsogon,2016 Quarter 1,19999.0,2016,1,Sorsogon,26.075535093040294,4121.69998161,82.079994
White Corn,Albay,2016 Quarter 1,904.0,2016,1,Albay,25.93831027594628,5249.90008522,71.64
White Corn,Camarines Norte,2016 Quarter 1,385.0,2016,1,Camarines Norte,25.579365535714285,3710.60005476,76.67999
White Corn,Camarines Sur,2016 Quarter 1,3795.0,2016,1,Camarines Sur,25.86175753460053,11490.69999251,76.67999
White Corn,Catanduanes,2016 Quarter 1,45.0,2016,1,Catanduanes,26.216903516483516,3132.70002584,75.96
White Corn,Masbate,2016 Quarter 1,11890.0,2016,1,Masbate,26.428212601255886,2267.59999619,70.92
White Corn,Sorsogon,2016 Quarter 1,50.0,2016,1,Sorsogon,26.075535093040294,4121.69998161,82.079994
Yellow Corn,Albay,2016 Quarter 1,6876.0,2016,1,Albay,25.93831027594628,5249.90008522,71.64
Yellow Corn,Camarines Norte,2016 Quarter 1,175.0,2016,1,Camarines Norte,25.579365535714285,3710.60005476,76.67999
Yellow Corn,Camarines Sur,2016 Quarter 1,30747.0,2016,1,Camarines Sur,25.86175753460053,11490.69999251,76.67999
Yellow Corn,Catanduanes,2016 Quarter 1,65.0,2016,1,Catanduanes,26.216903516483516,3132.70002584,75.96
Yellow Corn,Masbate,2016 Quarter 1,271.0,2016,1,Masbate,26.428212601255886,2267.59999619,70.92
Yellow Corn,Sorsogon,2016 Quarter 1,22.0,2016,1,Sorsogon,26.075535093040294,4121.69998161,82.079994
Corn,Albay,2016 Quarter 1,7780.0,2016,1,Albay,25.93831027594628,5249.90008522,71.64
Corn,Camarines Norte,2016 Quarter 1,560.0,2016,1,Camarines Norte,25.579365535714285,3710.60005476,76.67999
Corn,Camarines Sur,2016 Quarter 1,34542.0,2016,1,Camarines Sur,25.86175753460053,11490.69999251,76.67999
Corn,Catanduanes,2016 Quarter 1,110.0,2016,1,Catanduanes,26.216903516483516,3132.70002584,75.96
Corn,Masbate,2016 Quarter 1,12161.0,2016,1,Masbate,26.428212601255886,2267.59999619,70.92
Corn,Sorsogon,2016 Quarter 1,72.0,2016,1,Sorsogon,26.075535093040294,4121.69998161,82.079994
Irrigated Palay,Albay,2016 Quarter 2,57477.0,2016,2,Albay,28.187553507326008,8439.99998476,50.039997
Irrigated Palay,Camarines Norte,2016 Quarter 2,16763.0,2016,2,Camarines Norte,28.000273342490843,5491.20000618,50.039997
Irrigated Palay,Camarines Sur,2016 Quarter 2,127168.0,2016,2,Camarines Sur,28.263920092961094,17086.0000197,50.039997
Irrigated Palay,Catanduanes,2016 Quarter 2,4570.0,2016,2,Catanduanes,28.400987473748472,3676.59999665,44.28
Irrigated Palay,Masbate,2016 Quarter 2,12260.0,2016,2,Masbate,28.305720005756147,8151.39987636,43.56
Irrigated Palay,Sorsogon,2016 Quarter 2,38430.0,2016,2,Sorsogon,28.077658003663004,5717.49999724,52.56
Rainfed Palay,Albay,2016 Quarter 2,10976.0,2016,2,Albay,28.187553507326008,8439.99998476,50.039997
Rainfed Palay,Camarines Norte,2016 Quarter 2,8092.0,2016,2,Camarines Norte,28.000273342490843,5491.20000618,50.039997
Rainfed Palay,Camarines Sur,2016 Quarter 2,24201.0,2016,2,Camarines Sur,28.263920092961094,17086.0000197,50.039997
Rainfed Palay,Catanduanes,2016 Quarter 2,3068.0,2016,2,Catanduanes,28.400987473748472,3676.59999665,44.28
Rainfed Palay,Masbate,2016 Quarter 2,35171.0,2016,2,Masbate,28.305720005756147,8151.39987636,43.56
Rainfed Palay,Sorsogon,2016 Quarter 2,13543.0,2016,2,Sorsogon,28.077658003663004,5717.49999724,52.56
Palay,Albay,2016 Quarter 2,68453.0,2016,2,Albay,28.187553507326008,8439.99998476,50.039997
Palay,Camarines Norte,2016 Quarter 2,24855.0,2016,2,Camarines Norte,28.000273342490843,5491.20000618,50.039997
Palay,Camarines Sur,2016 Quarter 2,151369.0,2016,2,Camarines Sur,28.263920092961094,17086.0000197,50.039997
Palay,Catanduanes,2016 Quarter 2,7638.0,2016,2,Catanduanes,28.400987473748472,3676.59999665,44.28
Palay,Masbate,2016 Quarter 2,47431.0,2016,2,Masbate,28.305720005756147,8151.39987636,43.56
Palay,Sorsogon,2016 Quarter 2,51973.0,2016,2,Sorsogon,28.077658003663004,5717.49999724,52.56
White Corn,Albay,2016 Quarter 2,1914.0,2016,2,Albay,28.187553507326008,8439.99998476,50.039997
White Corn,Camarines Norte,2016 Quarter 2,485.0,2016,2,Camarines Norte,28.000273342490843,5491.20000618,50.039997
White Corn,Camarines Sur,2016 Quarter 2,5510.0,2016,2,Camarines Sur,28.263920092961094,17086.0000197,50.039997
White Corn,Catanduanes,2016 Quarter 2,72.0,2016,2,Catanduanes,28.400987473748472,3676.59999665,44.28
White Corn,Masbate,2016 Quarter 2,2826.0,2016,2,Masbate,28.305720005756147,8151.39987636,43.56
White Corn,Sorsogon,2016 Quarter 2,50.0,2016,2,Sorsogon,28.077658003663004,5717.49999724,52.56
Yellow Corn,Albay,2016 Quarter 2,29258.0,2016,2,Albay,28.187553507326008,8439.99998476,50.039997
Yellow Corn,Camarines Norte,2016 Quarter 2,176.0,2016,2,Camarines Norte,28.000273342490843,5491.20000618,50.039997
Yellow Corn,Camarines Sur,2016 Quarter 2,37031.0,2016,2,Camarines Sur,28.263920092961094,17086.0000197,50.039997
Yellow Corn,Catanduanes,2016 Quarter 2,52.0,2016,2,Catanduanes,28.400987473748472,3676.59999665,44.28
Yellow Corn,Masbate,2016 Quarter 2,304.0,2016,2,Masbate,28.305720005756147,8151.39987636,43.56
Yellow Corn,Sorsogon,2016 Quarter 2,80.0,2016,2,Sorsogon,28.077658003663004,5717.49999724,52.56
Corn,Albay,2016 Quarter 2,31172.0,2016,2,Albay,28.187553507326008,8439.99998476,50.039997
Corn,Camarines Norte,2016 Quarter 2,661.0,2016,2,Camarines Norte,28.000273342490843,5491.20000618,50.039997
Corn,Camarines Sur,2016 Quarter 2,42541.0,2016,2,Camarines Sur,28.263920092961094,17086.0000197,50.039997
Corn,Catanduanes,2016 Quarter 2,124.0,2016,2,Catanduanes,28.400987473748472,3676.59999665,44.28
Corn,Masbate,2016 Quarter 2,3130.0,2016,2,Masbate,28.305720005756147,8151.39987636,43.56
Corn,Sorsogon,2016 Quarter 2,130.0,2016,2,Sorsogon,28.077658003663004,5717.49999724,52.56
Irrigated Palay,Albay,2016 Quarter 3,39089.0,2016,3,Albay,27.403919042874396,17261.30004903,77.03999
Irrigated Palay,Camarines Norte,2016 Quarter 3,11270.0,2016,3,Camarines Norte,27.626638361413043,8428.60001128,63.0
Irrigated Palay,Camarines Sur,2016 Quarter 3,105990.0,2016,3,Camarines Sur,27.43427861985899,31831.79985608,67.32
Irrigated Palay,Catanduanes,2016 Quarter 3,6339.0,2016,3,Catanduanes,28.13137624758454,5824.60005254,69.84
Irrigated Palay,Masbate,2016 Quarter 3,4750.0,2016,3,Masbate,27.691821977225672,17435.60010312,67.67999
Irrigated Palay,Sorsogon,2016 Quarter 3,13886.0,2016,3,Sorsogon,27.558175840579707,11579.50014381,76.67999
Rainfed Palay,Albay,2016 Quarter 3,2041.0,2016,3,Albay,27.403919042874396,17261.30004903,77.03999
Rainfed Palay,Camarines Norte,2016 Quarter 3,6100.0,2016,3,Camarines Norte,27.626638361413043,8428.60001128,63.0
Rainfed Palay,Camarines Sur,2016 Quarter 3,15478.0,2016,3,Camarines Sur,27.43427861985899,31831.79985608,67.32
Rainfed Palay,Catanduanes,2016 Quarter 3,612.0,2016,3,Catanduanes,28.13137624758454,5824.60005254,69.84
Rainfed Palay,Masbate,2016 Quarter 3,4460.0,2016,3,Masbate,27.691821977225672,17435.60010312,67.67999
Rainfed Palay,Sorsogon,2016 Quarter 3,537.0,2016,3,Sorsogon,27.558175840579707,11579.50014381,76.67999
Palay,Albay,2016 Quarter 3,41130.0,2016,3,Albay,27.403919042874396,17261.30004903,77.03999
Palay,Camarines Norte,2016 Quarter 3,17370.0,2016,3,Camarines Norte,27.626638361413043,8428.60001128,63.0
Palay,Camarines Sur,2016 Quarter 3,121468.0,2016,3,Camarines Sur,27.43427861985899,31831.79985608,67.32
Palay,Catanduanes,2016 Quarter 3,6951.0,2016,3,Catanduanes,28.13137624758454,5824.60005254,69.84
Palay,Masbate,2016 Quarter 3,9210.0,2016,3,Masbate,27.691821977225672,17435.60010312,67.67999
Palay,Sorsogon,2016 Quarter 3,14423.0,2016,3,Sorsogon,27.558175840579707,11579.50014381,76.67999
White Corn,Albay,2016 Quarter 3,2171.0,2016,3,Albay,27.403919042874396,17261.30004903,77.03999
White Corn,Camarines Norte,2016 Quarter 3,446.0,2016,3,Camarines Norte,27.626638361413043,8428.60001128,63.0
White Corn,Camarines Sur,2016 Quarter 3,1090.0,2016,3,Camarines Sur,27.43427861985899,31831.79985608,67.32
White Corn,Catanduanes,2016 Quarter 3,100.0,2016,3,Catanduanes,28.13137624758454,5824.60005254,69.84
White Corn,Masbate,2016 Quarter 3,16524.0,2016,3,Masbate,27.691821977225672,17435.60010312,67.67999
White Corn,Sorsogon,2016 Quarter 3,92.0,2016,3,Sorsogon,27.558175840579707,11579.50014381,76.67999
Yellow Corn,Albay,2016 Quarter 3,6721.0,2016,3,Albay,27.403919042874396,17261.30004903,77.03999
Yellow Corn,Camarines Norte,2016 Quarter 3,312.0,2016,3,Camarines Norte,27.626638361413043,8428.60001128,63.0
Yellow Corn,Camarines Sur,2016 Quarter 3,51337.0,2016,3,Camarines Sur,27.43427861985899,31831.79985608,67.32
Yellow Corn,Catanduanes,2016 Quarter 3,49.0,2016,3,Catanduanes,28.13137624758454,5824.60005254,69.84
Yellow Corn,Masbate,2016 Quarter 3,387.0,2016,3,Masbate,27.691821977225672,17435.60010312,67.67999
Yellow Corn,Sorsogon,2016 Quarter 3,26.0,2016,3,Sorsogon,27.558175840579707,11579.50014381,76.67999
Corn,Albay,2016 Quarter 3,8892.0,2016,3,Albay,27.403919042874396,17261.30004903,77.03999
Corn,Camarines Norte,2016 Quarter 3,758.0,2016,3,Camarines Norte,27.626638361413043,8428.60001128,63.0
Corn,Camarines Sur,2016 Quarter 3,52427.0,2016,3,Camarines Sur,27.43427861985899,31831.79985608,67.32
Corn,Catanduanes,2016 Quarter 3,149.0,2016,3,Catanduanes,28.13137624758454,5824.60005254,69.84
Corn,Masbate,2016 Quarter 3,16911.0,2016,3,Masbate,27.691821977225672,17435.60010312,67.67999
Corn,Sorsogon,2016 Quarter 3,118.0,2016,3,Sorsogon,27.558175840579707,11579.50014381,76.67999
Irrigated Palay,Albay,2016 Quarter 4,44533.0,2016,4,Albay,26.46336195410628,15392.8000311,92.159996
Irrigated Palay,Camarines Norte,2016 Quarter 4,21336.0,2016,4,Camarines Norte,26.236905247282607,13059.99990268,97.56
Irrigated Palay,Camarines Sur,2016 Quarter 4,169567.0,2016,4,Camarines Sur,26.416332071680376,31798.89962101,102.6
Irrigated Palay,Catanduanes,2016 Quarter 4,3230.0,2016,4,Catanduanes,26.943028846618358,9367.09999813,99.72
Irrigated Palay,Masbate,2016 Quarter 4,12096.0,2016,4,Masbate,26.94887864026915,15335.30002065,80.28
Irrigated Palay,Sorsogon,2016 Quarter 4,38156.0,2016,4,Sorsogon,26.63038031884058,12785.89992416,94.32
Rainfed Palay,Albay,2016 Quarter 4,11077.0,2016,4,Albay,26.46336195410628,15392.8000311,92.159996
Rainfed Palay,Camarines Norte,2016 Quarter 4,9233.0,2016,4,Camarines Norte,26.236905247282607,13059.99990268,97.56
Rainfed Palay,Camarines Sur,2016 Quarter 4,50048.0,2016,4,Camarines Sur,26.416332071680376,31798.89962101,102.6
